PARK,BOROUGH,QUARTER,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
DANIEL BOONE PLAYGROUND,BRONX        ,4,1.20,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HILTON HOLIDAY GARDENS,QUEENS       ,4,1.20,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HATTIE CARTHAN PLAYGROUND,BROOKLYN     ,4,1.20,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KOREAN WAR VETERANS PLAZA,BROOKLYN     ,4,1.20,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STROUD PLAYGROUND,BROOKLYN     ,4,1.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TILDEN PLAYGROUND,BROOKLYN     ,4,1.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAFAYETTE PLAYGROUND ON STILLWELL AVENUE,BROOKLYN     ,4,1.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUTH OXFORD PARK,BROOKLYN     ,4,1.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNDERWOOD PARK,BROOKLYN     ,4,1.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GROVE HILL PLAYGROUND,BRONX        ,4,1.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LA GUARDIA PLAYGROUND,BROOKLYN     ,4,1.18,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON DRUMGOOLE ROAD & VERNON AVENUE,STATEN ISLAND,4,1.18,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BELMONT PLAYGROUND BROOKLYN,BROOKLYN     ,4,1.18,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STEUBEN PLAYGROUND,BROOKLYN     ,4,1.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THE CYCLONE,BROOKLYN     ,4,1.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLIAM SHERIDAN PLAYGROUND,BROOKLYN     ,4,1.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OAKLAND GARDENS,QUEENS       ,4,1.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNIVERSITY PLACE,BROOKLYN     ,4,1.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EHRENREICH-AUSTIN PLAYGROUND,QUEENS       ,4,1.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARDING PARK BEAUTIFICATION PROJECT,BRONX        ,4,1.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HILLSIDE PARK QUEENS,QUEENS       ,4,1.16,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
SITTING AREA AT HOYT AVENUE,QUEENS       ,4,1.16,ONE ACRE OR LARGER,0,0,0,0,1,0,0,1
CUYLER GORE PARK,BROOKLYN     ,4,1.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATH PLAYGROUND,BROOKLYN     ,4,1.16,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
POLICE OFFICER NICHOLAS DEMUTIIS PARK,QUEENS       ,4,1.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNCLE VITO E. MARANZANO GLENDALE PLAYGROUND,QUEENS       ,4,1.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAPPAPORT PLAYGROUND,BROOKLYN     ,4,1.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST SPRINGFIELD PLAYGROUND,QUEENS       ,4,1.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLETS POINT PLAYGROUND,QUEENS       ,4,1.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TOAD HALL PLAYGROUND,STATEN ISLAND,4,1.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SEASIDE PLAYGROUND,QUEENS       ,4,1.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CORPORAL JOHN A. SERAVALLI PLAYGROUND,MANHATTAN    ,4,1.14,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
POPPENHUSEN PLAYGROUND,QUEENS       ,4,1.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON ROCKAWAY BOARDWALK & B 28TH ST,QUEENS       ,4,1.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOBEL COURT PARK,STATEN ISLAND,4,1.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON SOUNDVIEW AVENUE,BRONX        ,4,1.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
D'EMIC PLAYGROUND,BROOKLYN     ,4,1.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FIDLER-WYCKOFF HOUSE PARK,BROOKLYN     ,4,1.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WESTBOURNE PLAYGROUND,QUEENS       ,4,1.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PRESCOTT PLAYGROUND,STATEN ISLAND,4,1.12,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOPEZ PLAYGROUND,STATEN ISLAND,4,1.12,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HUGH J. GRANT CIRCLE,BRONX        ,4,1.11,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
P.S. 29 BALL FIELD,BRONX        ,4,1.11,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PENA HERRERA PARK,BROOKLYN     ,4,1.11,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MENTONE PLAYGROUND,QUEENS       ,4,1.10,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MIDDLETON PLAYGROUND,BROOKLYN     ,4,1.10,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
DE HOSTOS PLAYGROUND,BROOKLYN     ,4,1.10,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SARATOGA BALLFIELDS,BROOKLYN     ,4,1.10,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROBERT MOSES PLAYGROUND,MANHATTAN    ,4,1.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STOCKTON PLAYGROUND,BROOKLYN     ,4,1.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACOB'S LADDER PLAYGROUND,BROOKLYN     ,4,1.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOUIS ARMSTRONG PLAYGROUND,QUEENS       ,4,1.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON HAMILTON AVENUE,BROOKLYN     ,4,1.08,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LATIMER PLAYGROUND,QUEENS       ,4,1.08,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON MELROSE AVENUE,BRONX        ,4,1.08,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARLBORO PLAYGROUND,BROOKLYN     ,4,1.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORTH ROCHDALE PLAYGROUND,QUEENS       ,4,1.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JEROME PLAYGROUND,BROOKLYN     ,4,1.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREAT KILLS PARK AT HILLCREST AVENUE,STATEN ISLAND,4,1.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FERMI PLAYGROUND,BROOKLYN     ,4,1.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ERICSSON PLAYGROUND,BROOKLYN     ,4,1.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MELLETT PLAYGROUND,BROOKLYN     ,4,1.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NELLIE BLY PARK,BROOKLYN     ,4,1.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TELEPHONE PLAYGROUND,QUEENS       ,4,1.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SEDGWICK PLAYGROUND,BRONX        ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRUCKNER PLAYGROUND,BRONX        ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MILLBROOK PLAYGROUND,BRONX        ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND 103 CIII,MANHATTAN    ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROCKET PARK,QUEENS       ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH CHANNEL PLAYGROUND,QUEENS       ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOZADA PLAYGROUND,BRONX        ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
L/CPL THOMAS P. NOONAN JR. PLAYGROUND,QUEENS       ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JAMES WELDON JOHNSON PLAYGROUND,MANHATTAN    ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPRINGFIELD PARK NORTH,QUEENS       ,4,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NICHOLAS NAQUAN HEYWARD JR. PARK,BROOKLYN     ,4,1.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FISH PLAYGROUND,BROOKLYN     ,4,1.04,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
PLANEVIEW PARK,QUEENS       ,4,1.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GILBERT RAMIREZ PARK,BROOKLYN     ,4,1.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OXPORT PLAYGROUND,BROOKLYN     ,4,1.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VAN ALST PLAYGROUND,QUEENS       ,4,1.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WOODTREE PLAYGROUND,QUEENS       ,4,1.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAMMEL PLAYGROUND,QUEENS       ,4,1.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EASTCHESTER PLAYGROUND,BRONX        ,4,1.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SUNRISE PLAYGROUND,QUEENS       ,4,1.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POWELL PLAYGROUND,BROOKLYN     ,4,1.02,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
MATTHEWS MULINER PLAYGROUND,BRONX        ,4,1.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KALTENMEIER PLAYGROUND,STATEN ISLAND,4,1.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BOWLING GREEN,MANHATTAN    ,4,1.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ANNADALE PLAYGROUND,QUEENS       ,4,1.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CURTIS PLAYGROUND,BROOKLYN     ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MELROSE PLAYGROUND,BRONX        ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CASERTA PLAYGROUND,BRONX        ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HACKETT PARK,BRONX        ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND 174,BRONX        ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLIMPTON PLAYGROUND,BRONX        ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RANDALL PLAYGROUND,BRONX        ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CHESTER PLAYGROUND,BROOKLYN     ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOWARD PLAYGROUND,BROOKLYN     ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACKIE ROBINSON PLAYGROUND,BROOKLYN     ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PINK PLAYGROUND,BROOKLYN     ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BLAKE HOBBS PLAYGROUND,MANHATTAN    ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARTIN LUTHER KING PLAYGROUND,MANHATTAN    ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MONSIGNOR KETT PLAYGROUND,MANHATTAN    ,4,1.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RUPPERT PARK,MANHATTAN    ,4,1.00,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BELLEROSE PLAYGROUND,QUEENS       ,4,1.00,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ARVERNE PLAYGROUND,QUEENS       ,4,0.99,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABRAHAM LINCOLN PLAYGROUND,MANHATTAN    ,4,0.99,BASKETBALL & POOL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CAPTAIN RIVERA PLAYGROUND,BRONX        ,4,0.99,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NEWTOWN BARGE PLAYGROUND,BROOKLYN     ,4,0.98,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HOLLIS PLAYGROUND,QUEENS       ,4,0.98,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
MAPLE PLAYGROUND,QUEENS       ,4,0.98,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GOUVERNEUR PLAYGROUND,BRONX        ,4,0.98,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOTT PLAYGROUND,BRONX        ,4,0.98,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ZIMMERMAN PLAYGROUND,BRONX        ,4,0.97,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LANNETT PLAYGROUND,QUEENS       ,4,0.97,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RANAQUA PARK,BRONX        ,4,0.97,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TEN EYCK PLAYGROUND,BROOKLYN     ,4,0.97,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MAE GRANT PLAYGROUND,MANHATTAN    ,4,0.97,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CARVER PLAYGROUND,BROOKLYN     ,4,0.96,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,1,0,0,0,0,0,1
ANDRIES PLAYGROUND,BROOKLYN     ,4,0.96,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
PARK SLOPE PLAYGROUND,BROOKLYN     ,4,0.96,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
CHERRY TREE PARK,MANHATTAN    ,4,0.95,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DAVIS PLAYGROUND,STATEN ISLAND,4,0.95,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MATTHEW P. SAPOLIN PLAYGROUND,MANHATTAN    ,4,0.95,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PETER MINUIT PLAYGROUND,MANHATTAN    ,4,0.94,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOUTH ROCHDALE PLAYGROUND,QUEENS       ,4,0.94,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DREW PLAYGROUND,BRONX        ,4,0.94,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FOX PLAYGROUND BRONX,BRONX        ,4,0.94,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WALTER WARD PLAYGROUND,QUEENS       ,4,0.94,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BENSON PLAYGROUND,BROOKLYN     ,4,0.93,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CRISPUS ATTUCKS PLAYGROUND,BROOKLYN     ,4,0.93,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SURF PLAYGROUND,BROOKLYN     ,4,0.93,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BERGEN BEACH PLAYGROUND,BROOKLYN     ,4,0.93,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TIGER PLAYGROUND,BROOKLYN     ,4,0.93,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ATHENS SQUARE,QUEENS       ,4,0.93,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ROCK GARDEN PARK,BRONX        ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SAW MILL PLAYGROUND,BRONX        ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
P.S. 279 PLAYGROUND,BROOKLYN     ,4,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VIRGINIA PARK,BRONX        ,4,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LIVONIA PARK,BROOKLYN     ,4,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
BOERUM PARK,BROOKLYN     ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
ALBEMARLE PLAYGROUND,BROOKLYN     ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BARTLETT PLAYGROUND,BROOKLYN     ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NEWPORT PLAYGROUND,BROOKLYN     ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PRATT PLAYGROUND,BROOKLYN     ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CARTER G. WOODSON CHILDREN'S PARK,BROOKLYN     ,4,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HOUSTON PLAYGROUND,BROOKLYN     ,4,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DITMARS PARK,QUEENS       ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WHITE PLAYGROUND STATEN ISLAND,STATEN ISLAND,4,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EDMONDS PLAYGROUND,BROOKLYN     ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
GARDEN PLAYGROUND,BROOKLYN     ,4,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PONTIAC PLAYGROUND,BRONX        ,4,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
MARTIN LUTHER PLAYGROUND,BROOKLYN     ,4,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AESOP PARK,STATEN ISLAND,4,0.91,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SLATTERY PLAYGROUND,BRONX        ,4,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BAY TERRACE PLAYGROUND,QUEENS       ,4,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLOUGHBY PLAYGROUND,BROOKLYN     ,4,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ESTELLA DIGGS PARK,BRONX        ,4,0.90,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WASHINGTON HALL PARK,BROOKLYN     ,4,0.90,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HARLEM RBI,MANHATTAN    ,4,0.90,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STARR PLAYGROUND,QUEENS       ,4,0.90,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AMERICAN PLAYGROUND,BROOKLYN     ,4,0.90,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HART PLAYGROUND ON BROADWAY,QUEENS       ,4,0.90,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ARROCHAR PLAYGROUND,STATEN ISLAND,4,0.89,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOL LAIN PLGD,MANHATTAN    ,4,0.89,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EL SHABAZZ PLAYGROUND,BROOKLYN     ,4,0.89,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PINOCCHIO PLAYGROUND,QUEENS       ,4,0.89,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALICE KORNEGAY TRIANGLE,MANHATTAN    ,4,0.88,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PETER'S FIELD,MANHATTAN    ,4,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BEDFORD PLAYGROUND,BROOKLYN     ,4,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HAROLD SCHNEIDERMAN PLAYGROUND,QUEENS       ,4,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WAKEFIELD PLAYGROUND,BRONX        ,4,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
QUEENS VALLEY PLAYGROUND,QUEENS       ,4,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LT. JOSEPH PETROSINO PARK,BROOKLYN     ,4,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
EVERGREEN PLAYGROUND,BROOKLYN     ,4,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND 286,BROOKLYN     ,4,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BARRIER PLAYGROUND,QUEENS       ,4,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LION'S PRIDE PLAYGROUND,BROOKLYN     ,4,0.87,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NATHAN STRAUS PLAYGROUND,MANHATTAN    ,4,0.85,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SCHENCK PLAYGROUND,BROOKLYN     ,4,0.85,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HAVILAND PLAYGROUND,BRONX        ,4,0.84,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOL BLOOM PLAYGROUND,MANHATTAN    ,4,0.84,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
P.S. 155 PLAYGROUND,MANHATTAN    ,4,0.83,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STEBBINS PLAYGROUND,BRONX        ,4,0.83,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
OPEN ROAD PARK,MANHATTAN    ,4,0.83,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DI GILIO PLAYGROUND,BROOKLYN     ,4,0.83,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HART PLAYGROUND ON 147 ST,QUEENS       ,4,0.82,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FLYNN PLAYGROUND,BRONX        ,4,0.82,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HIGHBRIDGE PARK BRONX SIDE,BRONX        ,4,0.82,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PARKSIDE PLAYGROUND BRONX,BRONX        ,4,0.82,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FISHER POOL,QUEENS       ,4,0.82,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALEXANDER HAMILTON PLAYGROUND,MANHATTAN    ,4,0.81,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEST FARMS RAPIDS,BRONX        ,4,0.81,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BELLAIRE PLAYGROUND,QUEENS       ,4,0.81,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STEINWAY PLAYGROUND,QUEENS       ,4,0.81,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RISSE STREET PARK,BRONX        ,4,0.81,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ETHAN ALLEN PLAYGROUND,BROOKLYN     ,4,0.80,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
KENNEDY KING PLAYGROUND,BROOKLYN     ,4,0.79,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EUGENE MCCABE FIELD,MANHATTAN    ,4,0.79,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VLADECK PARK,MANHATTAN    ,4,0.79,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SAMUEL SEABURY PLAYGROUND,MANHATTAN    ,4,0.79,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SPIRIT PLAYGROUND,QUEENS       ,4,0.79,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MORGAN PLAYGROUND,BRONX        ,4,0.78,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
