,PARK,BOROUGH,QUARTER,CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,CRIME OCCURED,VICIOUS CRIMES
732,UNIVERSITY PLACE,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
733,EHRENREICH-AUSTIN PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
734,HARDING PARK BEAUTIFICATION PROJECT,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
735,HILLSIDE PARK QUEENS,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
736,SITTING AREA AT HOYT AVENUE,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
737,CUYLER GORE PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
738,BATH PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
739,POLICE OFFICER NICHOLAS DEMUTIIS PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
740,UNCLE VITO E. MARANZANO GLENDALE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
741,RAPPAPORT PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
742,EAST SPRINGFIELD PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
743,WILLETS POINT PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
744,TOAD HALL PLAYGROUND,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
745,SEASIDE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
746,CORPORAL JOHN A. SERAVALLI PLAYGROUND,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
747,POPPENHUSEN PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
748,UNNAMED PARK ON ROCKAWAY BOARDWALK & B 28TH ST,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
749,SOBEL COURT PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
750,UNNAMED PARK ON SOUNDVIEW AVENUE,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
751,D'EMIC PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
752,FIDLER-WYCKOFF HOUSE PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
753,WESTBOURNE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
754,PRESCOTT PLAYGROUND,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
755,LOPEZ PLAYGROUND,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
756,HUGH J. GRANT CIRCLE,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
757,P.S. 29 BALL FIELD,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
758,PENA HERRERA PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
759,MENTONE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
760,MIDDLETON PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
761,DE HOSTOS PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
762,SARATOGA BALLFIELDS,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
763,ROBERT MOSES PLAYGROUND,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
764,STOCKTON PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
765,JACOB'S LADDER PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
766,LOUIS ARMSTRONG PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
767,UNNAMED PARK ON HAMILTON AVENUE,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
768,LATIMER PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
769,UNNAMED PARK ON MELROSE AVENUE,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
770,MARLBORO PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
771,NORTH ROCHDALE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
772,JEROME PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
773,GREAT KILLS PARK AT HILLCREST AVENUE,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
774,FERMI PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
775,ERICSSON PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
776,MELLETT PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
777,NELLIE BLY PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
778,TELEPHONE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
779,SEDGWICK PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
780,BRUCKNER PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
781,MILLBROOK PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
782,PLAYGROUND 103 CIII,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
783,ROCKET PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
784,BEACH CHANNEL PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
785,LOZADA PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
786,L/CPL THOMAS P. NOONAN JR. PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
787,JAMES WELDON JOHNSON PLAYGROUND,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0
788,SPRINGFIELD PARK NORTH,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
789,NICHOLAS NAQUAN HEYWARD JR. PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
790,FISH PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
791,PLANEVIEW PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
792,GILBERT RAMIREZ PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
793,OXPORT PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
794,VAN ALST PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
795,WOODTREE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
796,HAMMEL PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
797,EASTCHESTER PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
798,SUNRISE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
799,POWELL PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
800,MATTHEWS MULINER PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
801,KALTENMEIER PLAYGROUND,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
802,BOWLING GREEN,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
803,ANNADALE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
804,CURTIS PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
805,MELROSE PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
806,CASERTA PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
807,HACKETT PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
808,PLAYGROUND 174,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
809,PLIMPTON PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
810,RANDALL PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
811,CHESTER PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
812,HOWARD PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
813,JACKIE ROBINSON PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
814,PINK PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
815,BLAKE HOBBS PLAYGROUND,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
816,MARTIN LUTHER KING PLAYGROUND,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
817,MONSIGNOR KETT PLAYGROUND,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
818,RUPPERT PARK,MANHATTAN,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
819,BELLEROSE PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
820,ARVERNE PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
821,ABRAHAM LINCOLN PLAYGROUND,MANHATTAN,1,BASKETBALL & POOL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
822,CAPTAIN RIVERA PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
823,NEWTOWN BARGE PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
824,HOLLIS PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
825,MAPLE PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
826,GOUVERNEUR PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
827,MOTT PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
828,ZIMMERMAN PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
829,LANNETT PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
830,RANAQUA PARK,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
831,TEN EYCK PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
832,MAE GRANT PLAYGROUND,MANHATTAN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
833,ANDRIES PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
834,CARVER PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
835,PARK SLOPE PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
836,CHERRY TREE PARK,MANHATTAN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
837,DAVIS PLAYGROUND,STATEN ISLAND,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
838,MATTHEW P. SAPOLIN PLAYGROUND,MANHATTAN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
839,PETER MINUIT PLAYGROUND,MANHATTAN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
840,SOUTH ROCHDALE PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
841,DREW PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
842,FOX PLAYGROUND BRONX,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
843,WALTER WARD PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
844,BENSON PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
845,CRISPUS ATTUCKS PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
846,SURF PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
847,BERGEN BEACH PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
848,TIGER PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
849,ATHENS SQUARE,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
850,ROCK GARDEN PARK,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
851,SAW MILL PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
852,P.S. 279 PLAYGROUND,BROOKLYN,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
853,VIRGINIA PARK,BRONX,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
854,BOERUM PARK,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
855,ALBEMARLE PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
856,BARTLETT PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
857,NEWPORT PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
858,PRATT PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
859,CARTER G. WOODSON CHILDREN'S PARK,BROOKLYN,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
860,HOUSTON PLAYGROUND,BROOKLYN,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
861,LIVONIA PARK,BROOKLYN,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
862,DITMARS PARK,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
863,WHITE PLAYGROUND STATEN ISLAND,STATEN ISLAND,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
864,EDMONDS PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
865,GARDEN PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
866,PONTIAC PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
867,MARTIN LUTHER PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
868,AESOP PARK,STATEN ISLAND,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
869,SLATTERY PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
870,BAY TERRACE PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
871,WILLOUGHBY PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
872,ESTELLA DIGGS PARK,BRONX,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
873,WASHINGTON HALL PARK,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
874,HARLEM RBI,MANHATTAN,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
875,STARR PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
876,AMERICAN PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
877,HART PLAYGROUND ON BROADWAY,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
878,ARROCHAR PLAYGROUND,STATEN ISLAND,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
879,SOL LAIN PLGD,MANHATTAN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
880,EL SHABAZZ PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
881,PINOCCHIO PLAYGROUND,QUEENS,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
882,ALICE KORNEGAY TRIANGLE,MANHATTAN,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
883,PETER'S FIELD,MANHATTAN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
884,BEDFORD PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
885,HAROLD SCHNEIDERMAN PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
886,WAKEFIELD PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
887,QUEENS VALLEY PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
888,LT. JOSEPH PETROSINO PARK,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
889,EVERGREEN PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
890,PLAYGROUND 286,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
891,BARRIER PLAYGROUND,QUEENS,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
892,LION'S PRIDE PLAYGROUND,BROOKLYN,1,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
893,NATHAN STRAUS PLAYGROUND,MANHATTAN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
894,SCHENCK PLAYGROUND,BROOKLYN,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
895,HAVILAND PLAYGROUND,BRONX,1,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
